male,eth,age,income,state,N
0,1,3,3,46,42928
0,1,3,3,47,45156
0,1,3,3,48,36756
0,1,3,3,49,33376
0,1,3,3,50,27759
0,1,4,1,1,94877
0,1,4,1,2,156645
0,1,4,1,3,137803
0,1,4,1,4,141987
0,1,4,1,5,121577
0,1,4,1,6,93574
0,1,4,1,7,166117
0,1,4,1,8,117377
0,1,4,1,9,141829
0,1,4,1,10,111056
0,1,4,1,11,92192
0,1,4,1,12,131903
0,1,4,1,13,128328
0,1,4,1,14,166079
0,1,4,1,15,102885
0,1,4,1,16,125732
0,1,4,1,17,97878
0,1,4,1,18,163610
0,1,4,1,19,161487
0,1,4,1,20,102490
0,1,4,1,21,162647
0,1,4,1,22,106699
0,1,4,1,23,113332
0,1,4,1,24,147931
0,1,4,1,25,141383
0,1,4,1,26,113056
0,1,4,1,27,135338
0,1,4,1,28,139265
0,1,4,1,29,98011
0,1,4,1,30,138585
0,1,4,1,31,159548
0,1,4,1,32,123148
0,1,4,1,33,103196
0,1,4,1,34,171108
0,1,4,1,35,103454
0,1,4,1,36,147573
0,1,4,1,37,118050
0,1,4,1,38,88306
0,1,4,1,39,171152
0,1,4,1,40,164928
0,1,4,1,41,101307
0,1,4,1,42,119478
0,1,4,1,43,132612
0,1,4,1,44,154979
0,1,4,1,45,169577
0,1,4,1,46,143094
0,1,4,1,47,150520
0,1,4,1,48,122518
0,1,4,1,49,111253
0,1,4,1,50,92530
0,1,4,2,1,66414
0,1,4,2,2,109651
0,1,4,2,3,96462
0,1,4,2,4,99391
0,1,4,2,5,85104
0,1,4,2,6,65501
0,1,4,2,7,116282
0,1,4,2,8,82164
0,1,4,2,9,99280
0,1,4,2,10,77739
0,1,4,2,11,64534
0,1,4,2,12,92332
0,1,4,2,13,89830
0,1,4,2,14,116255
0,1,4,2,15,72020
0,1,4,2,16,88012
0,1,4,2,17,68515
0,1,4,2,18,114527
0,1,4,2,19,113041
0,1,4,2,20,71743
0,1,4,2,21,113853
0,1,4,2,22,74689
0,1,4,2,23,79332
0,1,4,2,24,103552
0,1,4,2,25,98968
0,1,4,2,26,79139
0,1,4,2,27,94736
0,1,4,2,28,97486
0,1,4,2,29,68608
0,1,4,2,30,97010
0,1,4,2,31,111684
0,1,4,2,32,86204
0,1,4,2,33,72237
0,1,4,2,34,119775
0,1,4,2,35,72418
0,1,4,2,36,103301
0,1,4,2,37,82635
0,1,4,2,38,61814
0,1,4,2,39,119806
0,1,4,2,40,115450
0,1,4,2,41,70915
0,1,4,2,42,83634
0,1,4,2,43,92828
0,1,4,2,44,108485
0,1,4,2,45,118704
0,1,4,2,46,100165
0,1,4,2,47,105364
0,1,4,2,48,85763
0,1,4,2,49,77877
0,1,4,2,50,64771
0,1,4,3,1,28463
0,1,4,3,2,46993
0,1,4,3,3,41341
0,1,4,3,4,42596
0,1,4,3,5,36473
0,1,4,3,6,28072
0,1,4,3,7,49835
0,1,4,3,8,35213
0,1,4,3,9,42549
0,1,4,3,10,33317
0,1,4,3,11,27658
0,1,4,3,12,39571
0,1,4,3,13,38498
0,1,4,3,14,49824
0,1,4,3,15,30866
0,1,4,3,16,37720
0,1,4,3,17,29363
0,1,4,3,18,49083
0,1,4,3,19,48446
0,1,4,3,20,30747
0,1,4,3,21,48794
0,1,4,3,22,32010
0,1,4,3,23,33999
0,1,4,3,24,44379
0,1,4,3,25,42415
0,1,4,3,26,33917
0,1,4,3,27,40601
0,1,4,3,28,41780
0,1,4,3,29,29403
0,1,4,3,30,41576
0,1,4,3,31,47865
0,1,4,3,32,36944
0,1,4,3,33,30959
0,1,4,3,34,51332
0,1,4,3,35,31036
0,1,4,3,36,44272
0,1,4,3,37,35415
0,1,4,3,38,26492
0,1,4,3,39,51346
0,1,4,3,40,49478
0,1,4,3,41,30392
0,1,4,3,42,35843
0,1,4,3,43,39783
0,1,4,3,44,46494
0,1,4,3,45,50873
0,1,4,3,46,42928
0,1,4,3,47,45156
0,1,4,3,48,36756
0,1,4,3,49,33376
0,1,4,3,50,27759
0,1,5,1,1,47439
0,1,5,1,2,78322
0,1,5,1,3,68901
0,1,5,1,4,70993
0,1,5,1,5,60789
0,1,5,1,6,46787
0,1,5,1,7,83058
0,1,5,1,8,58688
0,1,5,1,9,70915
0,1,5,1,10,55528
0,1,5,1,11,46096
0,1,5,1,12,65951
0,1,5,1,13,64164
0,1,5,1,14,83039
0,1,5,1,15,51443
0,1,5,1,16,62866
0,1,5,1,17,48939
0,1,5,1,18,81805
0,1,5,1,19,80743
0,1,5,1,20,51245
0,1,5,1,21,81324
0,1,5,1,22,53350
0,1,5,1,23,56666
0,1,5,1,24,73965
0,1,5,1,25,70691
0,1,5,1,26,56528
0,1,5,1,27,67669
0,1,5,1,28,69633
0,1,5,1,29,49006
0,1,5,1,30,69293
0,1,5,1,31,79774
0,1,5,1,32,61574
0,1,5,1,33,51598
0,1,5,1,34,85554
0,1,5,1,35,51727
0,1,5,1,36,73786
0,1,5,1,37,59025
0,1,5,1,38,44153
0,1,5,1,39,85576
0,1,5,1,40,82464
0,1,5,1,41,50653
0,1,5,1,42,59739
0,1,5,1,43,66306
0,1,5,1,44,77489
0,1,5,1,45,84789
0,1,5,1,46,71547
0,1,5,1,47,75260
0,1,5,1,48,61259
0,1,5,1,49,55626
0,1,5,1,50,46265
0,1,5,2,1,33207
0,1,5,2,2,54826
0,1,5,2,3,48231
0,1,5,2,4,49695
0,1,5,2,5,42552
0,1,5,2,6,32751
0,1,5,2,7,58141
0,1,5,2,8,41082
0,1,5,2,9,49640
0,1,5,2,10,38870
0,1,5,2,11,32267
0,1,5,2,12,46166
0,1,5,2,13,44915
0,1,5,2,14,58128
0,1,5,2,15,36010
0,1,5,2,16,44006
0,1,5,2,17,34257
0,1,5,2,18,57264
0,1,5,2,19,56520
0,1,5,2,20,35871
0,1,5,2,21,56927
0,1,5,2,22,37345
0,1,5,2,23,39666
0,1,5,2,24,51776
0,1,5,2,25,49484
0,1,5,2,26,39569
0,1,5,2,27,47368
0,1,5,2,28,48743
0,1,5,2,29,34304
0,1,5,2,30,48505
0,1,5,2,31,55842
0,1,5,2,32,43102
0,1,5,2,33,36119
0,1,5,2,34,59888
0,1,5,2,35,36209
0,1,5,2,36,51650
0,1,5,2,37,41317
0,1,5,2,38,30907
0,1,5,2,39,59903
0,1,5,2,40,57725
0,1,5,2,41,35457
0,1,5,2,42,41817
0,1,5,2,43,46414
0,1,5,2,44,54242
0,1,5,2,45,59352
0,1,5,2,46,50083
0,1,5,2,47,52682
0,1,5,2,48,42881
0,1,5,2,49,38938
0,1,5,2,50,32385
0,1,5,3,1,14232
0,1,5,3,2,23497
0,1,5,3,3,20670
0,1,5,3,4,21298
0,1,5,3,5,18237
0,1,5,3,6,14036
0,1,5,3,7,24917
0,1,5,3,8,17607
0,1,5,3,9,21274
0,1,5,3,10,16658
0,1,5,3,11,13829
0,1,5,3,12,19785
0,1,5,3,13,19249
0,1,5,3,14,24912
0,1,5,3,15,15433
0,1,5,3,16,18860
0,1,5,3,17,14682
0,1,5,3,18,24542
0,1,5,3,19,24223
0,1,5,3,20,15373
0,1,5,3,21,24397
0,1,5,3,22,16005
0,1,5,3,23,17000
0,1,5,3,24,22190
0,1,5,3,25,21207
0,1,5,3,26,16958
0,1,5,3,27,20301
0,1,5,3,28,20890
0,1,5,3,29,14702
0,1,5,3,30,20788
0,1,5,3,31,23932
0,1,5,3,32,18472
0,1,5,3,33,15479
0,1,5,3,34,25666
0,1,5,3,35,15518
0,1,5,3,36,22136
0,1,5,3,37,17707
0,1,5,3,38,13246
0,1,5,3,39,25673
0,1,5,3,40,24739
0,1,5,3,41,15196
0,1,5,3,42,17922
0,1,5,3,43,19892
0,1,5,3,44,23247
0,1,5,3,45,25437
0,1,5,3,46,21464
0,1,5,3,47,22578
0,1,5,3,48,18378
0,1,5,3,49,16688
0,1,5,3,50,13879
0,1,6,1,1,47439
0,1,6,1,2,78322
0,1,6,1,3,68901
0,1,6,1,4,70993
0,1,6,1,5,60789
0,1,6,1,6,46787
0,1,6,1,7,83058
0,1,6,1,8,58688
0,1,6,1,9,70915
0,1,6,1,10,55528
0,1,6,1,11,46096
0,1,6,1,12,65951
0,1,6,1,13,64164
0,1,6,1,14,83039
0,1,6,1,15,51443
0,1,6,1,16,62866
0,1,6,1,17,48939
0,1,6,1,18,81805
0,1,6,1,19,80743
0,1,6,1,20,51245
0,1,6,1,21,81324
0,1,6,1,22,53350
0,1,6,1,23,56666
0,1,6,1,24,73965
0,1,6,1,25,70691
0,1,6,1,26,56528
0,1,6,1,27,67669
0,1,6,1,28,69633
0,1,6,1,29,49006
0,1,6,1,30,69293
0,1,6,1,31,79774
0,1,6,1,32,61574
0,1,6,1,33,51598
0,1,6,1,34,85554
0,1,6,1,35,51727
0,1,6,1,36,73786
0,1,6,1,37,59025
0,1,6,1,38,44153
0,1,6,1,39,85576
0,1,6,1,40,82464
0,1,6,1,41,50653
0,1,6,1,42,59739
0,1,6,1,43,66306
0,1,6,1,44,77489
0,1,6,1,45,84789
0,1,6,1,46,71547
0,1,6,1,47,75260
0,1,6,1,48,61259
0,1,6,1,49,55626
0,1,6,1,50,46265
0,1,6,2,1,33207
0,1,6,2,2,54826
0,1,6,2,3,48231
0,1,6,2,4,49695
0,1,6,2,5,42552
0,1,6,2,6,32751
0,1,6,2,7,58141
0,1,6,2,8,41082
0,1,6,2,9,49640
0,1,6,2,10,38870
0,1,6,2,11,32267
0,1,6,2,12,46166
0,1,6,2,13,44915
0,1,6,2,14,58128
0,1,6,2,15,36010
0,1,6,2,16,44006
0,1,6,2,17,34257
0,1,6,2,18,57264
0,1,6,2,19,56520
0,1,6,2,20,35871
0,1,6,2,21,56927
0,1,6,2,22,37345
0,1,6,2,23,39666
0,1,6,2,24,51776
0,1,6,2,25,49484
0,1,6,2,26,39569
0,1,6,2,27,47368
0,1,6,2,28,48743
0,1,6,2,29,34304
0,1,6,2,30,48505
0,1,6,2,31,55842
0,1,6,2,32,43102
0,1,6,2,33,36119
0,1,6,2,34,59888
0,1,6,2,35,36209
0,1,6,2,36,51650
0,1,6,2,37,41317
0,1,6,2,38,30907
0,1,6,2,39,59903
0,1,6,2,40,57725
0,1,6,2,41,35457
0,1,6,2,42,41817
0,1,6,2,43,46414
0,1,6,2,44,54242
0,1,6,2,45,59352
0,1,6,2,46,50083
0,1,6,2,47,52682
0,1,6,2,48,42881
0,1,6,2,49,38938
0,1,6,2,50,32385
0,1,6,3,1,14232
0,1,6,3,2,23497
0,1,6,3,3,20670
0,1,6,3,4,21298
0,1,6,3,5,18237
0,1,6,3,6,14036
0,1,6,3,7,24917
0,1,6,3,8,17607
0,1,6,3,9,21274
0,1,6,3,10,16658
0,1,6,3,11,13829
0,1,6,3,12,19785
0,1,6,3,13,19249
0,1,6,3,14,24912
0,1,6,3,15,15433
0,1,6,3,16,18860
0,1,6,3,17,14682
0,1,6,3,18,24542
0,1,6,3,19,24223
0,1,6,3,20,15373
0,1,6,3,21,24397
0,1,6,3,22,16005
0,1,6,3,23,17000
0,1,6,3,24,22190
0,1,6,3,25,21207
0,1,6,3,26,16958
0,1,6,3,27,20301
0,1,6,3,28,20890
0,1,6,3,29,14702
0,1,6,3,30,20788
0,1,6,3,31,23932
0,1,6,3,32,18472
0,1,6,3,33,15479
0,1,6,3,34,25666
0,1,6,3,35,15518
0,1,6,3,36,22136
0,1,6,3,37,17707
0,1,6,3,38,13246
0,1,6,3,39,25673
0,1,6,3,40,24739
0,1,6,3,41,15196
0,1,6,3,42,17922
0,1,6,3,43,19892
0,1,6,3,44,23247
0,1,6,3,45,25437
0,1,6,3,46,21464
0,1,6,3,47,22578
0,1,6,3,48,18378
0,1,6,3,49,16688
0,1,6,3,50,13879
0,1,7,1,1,47439
0,1,7,1,2,78322
0,1,7,1,3,68901
0,1,7,1,4,70993
0,1,7,1,5,60789
0,1,7,1,6,46787
0,1,7,1,7,83058
0,1,7,1,8,58688
0,1,7,1,9,70915
0,1,7,1,10,55528
0,1,7,1,11,46096
0,1,7,1,12,65951
0,1,7,1,13,64164
0,1,7,1,14,83039
0,1,7,1,15,51443
0,1,7,1,16,62866
0,1,7,1,17,48939
0,1,7,1,18,81805
0,1,7,1,19,80743
0,1,7,1,20,51245
0,1,7,1,21,81324
0,1,7,1,22,53350
0,1,7,1,23,56666
0,1,7,1,24,73965
0,1,7,1,25,70691
0,1,7,1,26,56528
0,1,7,1,27,67669
0,1,7,1,28,69633
0,1,7,1,29,49006
0,1,7,1,30,69293
0,1,7,1,31,79774
0,1,7,1,32,61574
0,1,7,1,33,51598
0,1,7,1,34,85554
0,1,7,1,35,51727
0,1,7,1,36,73786
0,1,7,1,37,59025
0,1,7,1,38,44153
0,1,7,1,39,85576
0,1,7,1,40,82464
0,1,7,1,41,50653
0,1,7,1,42,59739
0,1,7,1,43,66306
0,1,7,1,44,77489
0,1,7,1,45,84789
0,1,7,1,46,71547
0,1,7,1,47,75260
0,1,7,1,48,61259
0,1,7,1,49,55626
0,1,7,1,50,46265
0,1,7,2,1,33207
0,1,7,2,2,54826
0,1,7,2,3,48231
0,1,7,2,4,49695
0,1,7,2,5,42552
0,1,7,2,6,32751
0,1,7,2,7,58141
0,1,7,2,8,41082
0,1,7,2,9,49640
0,1,7,2,10,38870
0,1,7,2,11,32267
0,1,7,2,12,46166
0,1,7,2,13,44915
0,1,7,2,14,58128
0,1,7,2,15,36010
0,1,7,2,16,44006
0,1,7,2,17,34257
0,1,7,2,18,57264
0,1,7,2,19,56520
0,1,7,2,20,35871
0,1,7,2,21,56927
0,1,7,2,22,37345
0,1,7,2,23,39666
0,1,7,2,24,51776
0,1,7,2,25,49484
0,1,7,2,26,39569
0,1,7,2,27,47368
0,1,7,2,28,48743
0,1,7,2,29,34304
0,1,7,2,30,48505
0,1,7,2,31,55842
0,1,7,2,32,43102
0,1,7,2,33,36119
0,1,7,2,34,59888
0,1,7,2,35,36209
0,1,7,2,36,51650
0,1,7,2,37,41317
0,1,7,2,38,30907
0,1,7,2,39,59903
0,1,7,2,40,57725
0,1,7,2,41,35457
0,1,7,2,42,41817
0,1,7,2,43,46414
0,1,7,2,44,54242
0,1,7,2,45,59352
0,1,7,2,46,50083
0,1,7,2,47,52682
0,1,7,2,48,42881
0,1,7,2,49,38938
0,1,7,2,50,32385
0,1,7,3,1,14232
0,1,7,3,2,23497
0,1,7,3,3,20670
0,1,7,3,4,21298
0,1,7,3,5,18237
0,1,7,3,6,14036
0,1,7,3,7,24917
0,1,7,3,8,17607
0,1,7,3,9,21274
0,1,7,3,10,16658
0,1,7,3,11,13829
0,1,7,3,12,19785
0,1,7,3,13,19249
0,1,7,3,14,24912
0,1,7,3,15,15433
0,1,7,3,16,18860
0,1,7,3,17,14682
0,1,7,3,18,24542
0,1,7,3,19,24223
0,1,7,3,20,15373
0,1,7,3,21,24397
0,1,7,3,22,16005
0,1,7,3,23,17000
0,1,7,3,24,22190
0,1,7,3,25,21207
0,1,7,3,26,16958
0,1,7,3,27,20301
0,1,7,3,28,20890
0,1,7,3,29,14702
0,1,7,3,30,20788
0,1,7,3,31,23932
0,1,7,3,32,18472
0,1,7,3,33,15479
0,1,7,3,34,25666
0,1,7,3,35,15518
0,1,7,3,36,22136
0,1,7,3,37,17707
0,1,7,3,38,13246
0,1,7,3,39,25673
0,1,7,3,40,24739
0,1,7,3,41,15196
0,1,7,3,42,17922
0,1,7,3,43,19892
0,1,7,3,44,23247
0,1,7,3,45,25437
0,1,7,3,46,21464
0,1,7,3,47,22578
0,1,7,3,48,18378
0,1,7,3,49,16688
0,1,7,3,50,13879
0,2,1,1,1,37951
0,2,1,1,2,62658
0,2,1,1,3,55121
0,2,1,1,4,56795
0,2,1,1,5,48631
0,2,1,1,6,37429
0,2,1,1,7,66447
0,2,1,1,8,46951
0,2,1,1,9,56732
0,2,1,1,10,44422
0,2,1,1,11,36877
0,2,1,1,12,52761
0,2,1,1,13,51331
0,2,1,1,14,66432
0,2,1,1,15,41154
0,2,1,1,16,50293
0,2,1,1,17,39151
0,2,1,1,18,65444
0,2,1,1,19,64595
0,2,1,1,20,40996
0,2,1,1,21,65059
0,2,1,1,22,42680
0,2,1,1,23,45333
0,2,1,1,24,59172
